question,pipeline_type,llm_answer,has_answer,retrieved_chunks_list,retrieved_chunks_count,target_chunk_id,rank,mrr,hit_rate,recall,recall_preservation_rate,is_processed,is_corrected_by_llm
Học phần Giải tích 1 trong chương trình đào tạo ngành CNTT được sắp xếp học ở học kỳ mấy?,base line,"Học phần Giải tích 1 được sắp xếp học ở học kỳ 1.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Giải tích 1 trong chương trình đào tạo ngành CNTT được liệt kê rõ trong phần ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1"".  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1""  

2) Bước 2: Trong cùng phần này, học phần có mã 001202, thuộc học kỳ 1, và được ghi nhận là học phần bắt buộc, phù hợp với chương trình ngành CNTT.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1""  

3) Bước 3: Các thông tin khác trong CONTEXT (như học phần Giải tích 2 ở học kỳ 2) chỉ xác nhận thứ tự học phần tiếp theo, không mâu thuẫn với việc Giải tích 1 học ở học kỳ 1.  
- Căn cứ: ""Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 2 > Giải tích 2""  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 2 > Giải tích 2",True,"[364, 101, 658, 368, 365, 107, 104, 195, 282, 102]",10,364,1,1.0,1,1,1.0,True,
"Trong lộ trình đào tạo ngành Công nghệ thông tin, Giải tích 1 thuộc học kỳ nào?",base line,"Giải tích 1 thuộc học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Trong chương trình đào tạo ngành Công nghệ thông tin, học phần ""Giải tích 1"" được liệt kê rõ ràng trong học kỳ 1.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1"" (phần Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG)  

2) Bước 2: Mã học phần 001202 được gán cho học phần Giải tích 1 trong học kỳ 1, và không có thông tin nào cho thấy nó được giảng dạy ở học kỳ khác trong chương trình này.  
- Căn cứ: ""Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1 > Giải tích"" (phần Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP)  

3) Bước 3: Trong chương trình Logistics và quản lý chuỗi cung ứng, Giải tích 1 cũng được ghi nhận trong học kỳ 1, bổ sung tính nhất quán.  
- Căn cứ: ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.1. HỌC KỲ 1: > Giải tích 1"" (phần Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO)  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1 > Giải tích  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.1. HỌC KỲ 1: > Giải tích 1",True,"[364, 101, 658, 282, 577, 365, 195, 389, 369, 107]",10,364,1,1.0,1,1,1.0,True,
Học kỳ nào trong kế hoạch đào tạo ngành CNTT dành cho học phần Giải tích 1?,base line,"Học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Giải tích 1 được liệt kê trong kế hoạch học tập của ngành CNTT ở học kỳ 1.  
- Căn cứ: ""Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.1. HỌC KỲ 1: > Giải tích 1 _(Calculus 1)_""  

2) Bước 2: Mã học phần 001202 được gán cho Giải tích 1 và xuất hiện trong cả chương trình Công nghệ thông tin và Mạng máy tính và truyền thông dữ liệu ở học kỳ 1.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1 - Mã học phần: 001202""  

3) Bước 3: Không có thông tin nào cho thấy Giải tích 1 được học ở học kỳ khác trong chương trình đào tạo ngành CNTT.  
- Căn cứ: ""Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1 > Giải tích""  

NGUỒN THAM KHẢO:  
- Header/Section: Logistics và quản lý chuỗi cung ứng > XII. KẾ HOẠCH ĐÀO TẠO > 1.1. HỌC KỲ 1: > Giải tích 1  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1  
- Header/Section: Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1 > Giải tích",True,"[364, 101, 107, 658, 368, 195, 102, 99, 104, 194]",10,364,1,1.0,1,1,1.0,True,
Giải tích 1 của ngành Công nghệ thông tin được xếp vào học kỳ mấy theo khung chương trình?,base line,"Giải tích 1 của ngành Công nghệ thông tin được xếp vào học kỳ 1.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Trong phần ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1"", rõ ràng ghi rằng học phần này thuộc học kỳ 1.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1"" (phần ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1"")  

2) Bước 2: Phần ""Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Giải tích 1"" cũng xác định học phần này nằm trong học kỳ 1.  
- Căn cứ: ""Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Giải tích 1"" (phần ""Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT"")  

3) Bước 3: Tất cả các phiên bản khác (Mạng máy tính, Logistics) đều chỉ định học kỳ 1 cho Giải tích 1, xác nhận tính nhất quán.  
- Căn cứ: ""Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1 > Giải tích"" (phần ""Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1"")  

NGUỒN THAM KHẢO:  
- Header/Section: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1""  
- Header/Section: ""Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Giải tích 1""  
- Header/Section: ""Mạng máy tính và truyền thông dữ liệu > IV. KẾ HOẠCH HỌC TẬP > Học kỳ 1 > Giải tích""",True,"[364, 101, 658, 363, 282, 365, 368, 369, 367, 577]",10,364,1,1.0,1,1,1.0,True,
"Trong chương trình CNTT, học phần Toán chuyên đề 1 được xếp vào khối kiến thức nào và có bao nhiêu tín chỉ?",base line,"Học phần Toán chuyên đề 1 được xếp vào khối kiến thức ""Toán và khoa học tự nhiên"" và có 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Toán chuyên đề 1 được xếp vào khối kiến thức ""Toán và khoa học tự nhiên"" vì trong phần ""Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 1. Kiến thức giáo dục đại cương – 29 tín chỉ > 1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"" ghi rõ nội dung thuộc nhóm này.  
- Căn cứ: ""1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"" (Phụ lục 2: Bảng mô tả các học phần MMT&TTDL)  

2) Bước 2: Học phần này có 3 tín chỉ vì trong nhiều phần của CONTEXT, bao gồm ""Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: 29 tín chỉ > Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"", đều ghi rõ ""Số tín chỉ: 3"".  
- Căn cứ: ""Số tín chỉ: 3"" (III. Chương trình chi tiết > Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1)  

NGUỒN THAM KHẢO:  
- Header/Section: ""1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1""  
- Header/Section: ""III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: 29 tín chỉ > Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1""",True,"[369, 114, 384, 196, 368, 17, 283, 301, 119, 364]",10,283,7,0.14285714285714285,1,1,1.0,True,
"Theo chương trình đào tạo ngành CNTT, Toán chuyên đề 1 thuộc khối kiến thức nào và có khối lượng bao nhiêu tín chỉ?",base line,"Toán chuyên đề 1 thuộc khối kiến thức khoa học cơ bản và có khối lượng 3 tín chỉ.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Toán chuyên đề 1 thuộc khối kiến thức khoa học cơ bản vì trong phần ""Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1"" ghi rõ: ""Toán chuyên đề 1"" là một học phần thuộc khối kiến thức khoa học cơ bản.  
- Căn cứ: ""Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1""  

2) Bước 2: Toán chuyên đề 1 có 3 tín chỉ vì trong cùng phần trên ghi rõ: ""Số tín chỉ: 3"".  
- Căn cứ: ""Mã học phần: 001205 - Số tín chỉ: 3""  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1",True,"[369, 196, 114, 368, 384, 17, 301, 283, 207, 284]",10,283,8,0.125,1,1,1.0,True,
"Học phần Toán chuyên đề 1 trong chương trình CNTT được phân loại vào nhóm/khối kiến thức nào, với bao nhiêu tín chỉ?",base line,"Học phần Toán chuyên đề 1 thuộc nhóm kiến thức ""Toán và khoa học tự nhiên"" với 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Toán chuyên đề 1 được phân loại vào nhóm kiến thức ""Toán và khoa học tự nhiên"" vì trong phần ""Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 1. Kiến thức giáo dục đại cương – 29 tín chỉ > 1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"", có ghi rõ: ""Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"".  
- Căn cứ: ""Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"" (phần Phụ lục 2: Bảng mô tả các học phần MMT&TTDL)  

2) Bước 2: Học phần này có số tín chỉ là 3, được nêu rõ trong nhiều mục như: ""Số tín chỉ: 3"" trong các mục liên quan đến chương trình CNTT và MMT&TTDL.  
- Căn cứ: ""Số tín chỉ: 3"" (trong phần ""Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: 29 tín chỉ > Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"")  

NGUỒN THAM KHẢO:  
- Header/Section: ""Mạng máy tính và truyền thông dữ liệu > PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL > 1. Kiến thức giáo dục đại cương – 29 tín chỉ > 1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1""  
- Header/Section: ""Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1""",True,"[369, 114, 368, 384, 196, 17, 364, 283, 365, 367]",10,283,8,0.125,1,1,1.0,True,
"Trong khung chương trình ngành Công nghệ thông tin, Toán chuyên đề 1 nằm ở khối kiến thức nào và được quy định bao nhiêu tín chỉ?",base line,"Toán chuyên đề 1 nằm trong khối kiến thức khoa học cơ bản và được quy định 3 tín chỉ.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định khối kiến thức của Toán chuyên đề 1.  
- Căn cứ: ""1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1"" (Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản)  

2) Bước 2: Xác định số tín chỉ của học phần.  
- Căn cứ: ""Số tín chỉ: 3"" (Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1)  

3) Bước 3: Xác nhận tính bắt buộc và nội dung liên quan để đảm bảo tính nhất quán.  
- Căn cứ: ""Ghi chú: Học phần Bắt buộc"" (Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1)  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản > 1.1 Toán và Khoa học tự nhiên > Toán chuyên đề 1",True,"[369, 114, 283, 196, 384, 17, 368, 280, 281, 301]",10,283,3,0.3333333333333333,1,1,1.0,True,
"Toán chuyên đề 1 của ngành CNTT thuộc khối kiến thức gì, và số tín chỉ tương ứng là bao nhiêu?",base line,"Toán chuyên đề 1 thuộc khối kiến thức ""Toán và khoa học tự nhiên"" với số tín chỉ là 3.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định khối kiến thức của Toán chuyên đề 1.  
- Căn cứ: ""1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"" (Phụ lục 2: Bảng mô tả các học phần MMT&TTDL)  

2) Bước 2: Xác định số tín chỉ của học phần.  
- Căn cứ: ""Số tín chỉ: 3"" (Mạng máy tính và truyền thông dữ liệu > Phụ lục 2: Bảng mô tả các học phần MMT&TTDL)  

3) Bước 3: Xác nhận học phần thuộc khối kiến thức khoa học cơ bản trong chương trình Công nghệ thông tin.  
- Căn cứ: ""1. Kiến thức khoa học cơ bản: 29 tín chỉ > Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"" (Mạng máy tính và truyền thông dữ liệu > Chương trình chi tiết)  

NGUỒN THAM KHẢO:  
- Header/Section: ""1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1""  
- Header/Section: ""Phụ lục 2: Bảng mô tả các học phần MMT&TTDL""  
- Header/Section: ""1. Kiến thức khoa học cơ bản: 29 tín chỉ > Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1""",True,"[369, 114, 196, 368, 384, 17, 207, 283, 301, 364]",10,283,8,0.125,1,1,1.0,True,
"Chương trình CNTT xếp Toán chuyên đề 1 vào khối kiến thức nào, đồng thời quy định học phần này bao nhiêu tín chỉ?",base line,"Toán chuyên đề 1 được xếp vào khối kiến thức ""Toán và khoa học tự nhiên"" và có 3 tín chỉ.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Toán chuyên đề 1 được xếp vào khối kiến thức ""Toán và khoa học tự nhiên"" vì trong phần ""PHỤ LỤC 2: BẢNG MÔ TẢ CÁC HỌC PHẦN MMT&TTDL"", có ghi rõ: ""1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"".  
- Căn cứ: ""1.1. Toán và khoa học tự nhiên – 14 tín chỉ > Toán chuyên đề 1"" (phần Phụ lục 2: Bảng mô tả các học phần MMT&TTDL)  

2) Bước 2: Học phần này có 3 tín chỉ vì trong nhiều phần của CONTEXT, bao gồm chương trình khung và chương trình chi tiết, đều ghi rõ ""Số tín chỉ: 3"".  
- Căn cứ: ""Số tín chỉ: 3"" (trong nhiều mục như chương trình khung học kỳ 1, chương trình chi tiết khối kiến thức khoa học cơ bản)  

NGUỒN THAM KHẢO:  
- Header/Section: Phụ lục 2: Bảng mô tả các học phần MMT&TTDL  
- Header/Section: Chương trình khung (kế hoạch thực hiện) – Học kỳ 1  
- Header/Section: Chương trình chi tiết – 1. Kiến thức khoa học cơ bản: 1.1 Toán và Khoa học tự nhiên",True,"[369, 114, 368, 196, 384, 17, 283, 301, 364, 284]",10,283,7,0.14285714285714285,1,1,1.0,True,
Học phần Nhập môn ngành CNTT có bao nhiêu tín chỉ và được học ở học kỳ nào?,base line,"Học phần Nhập môn ngành CNTT có 3 tín chỉ và được học ở học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Nhập môn ngành CNTT có 3 tín chỉ.  
- Căn cứ: ""Số tín chỉ: 3"" (phần ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT"")  

2) Bước 2: Học phần này được học ở học kỳ 1.  
- Căn cứ: ""HỌC KỲ 1 > Nhập môn ngành CNTT"" (phần ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT"")  

NGUỒN THAM KHẢO:  
- Header/Section: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT""",True,"[368, 105, 102, 377, 104, 367, 154, 103, 387, 403]",10,368,1,1.0,1,1,1.0,True,
"Theo kế hoạch đào tạo ngành CNTT, học phần Nhập môn ngành có bao nhiêu tín chỉ và được bố trí ở học kỳ nào?",base line,"Học phần Nhập môn ngành CNTT có 3 tín chỉ và được bố trí ở học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần ""Nhập môn ngành CNTT"" có số tín chỉ là 3.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT - Số tín chỉ: 3""  

2) Bước 2: Học phần này được bố trí ở học kỳ 1.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT""  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT",True,"[368, 105, 197, 207, 102, 104, 317, 377, 470, 293]",10,368,1,1.0,1,1,1.0,True,
Học phần Nhập môn ngành Công nghệ thông tin được quy định số tín chỉ bao nhiêu và học vào học kỳ mấy?,base line,"Học phần Nhập môn ngành Công nghệ thông tin có 3 tín chỉ và học vào học kỳ 1.

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học phần ""Nhập môn ngành CNTT"" trong chương trình đào tạo.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT"" (phần Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG > HỌC KỲ 1)  

2) Bước 2: Tìm số tín chỉ của học phần này.  
- Căn cứ: ""Số tín chỉ: 3"" (trong dòng thông tin học phần Nhập môn ngành CNTT)  

3) Bước 3: Xác định học kỳ học phần được tổ chức.  
- Căn cứ: ""HỌC KỲ 1"" (trong phần thuộc về học kỳ 1 của chương trình đào tạo)  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT",True,"[368, 367, 371, 105, 375, 387, 374, 420, 365, 406]",10,368,1,1.0,1,1,1.0,True,
"Trong khung chương trình ngành CNTT, Nhập môn ngành có khối lượng tín chỉ thế nào và thuộc học kỳ nào?",base line,"Nhập môn ngành CNTT có khối lượng tín chỉ 3 tín chỉ, thuộc học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định học phần ""Nhập môn ngành CNTT"" trong chương trình.  
- Căn cứ: ""Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT"" (header: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG > HỌC KỲ 1)  

2) Bước 2: Xác định khối lượng tín chỉ của học phần này.  
- Căn cứ: ""Số tín chỉ: 3"" (trong phần mô tả học phần ""Nhập môn ngành CNTT"")  

3) Bước 3: Xác định học kỳ của học phần này.  
- Căn cứ: ""HỌC KỲ 1"" (trong phần mô tả học phần ""Nhập môn ngành CNTT"")  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT",True,"[368, 105, 374, 197, 387, 377, 104, 372, 207, 367]",10,368,1,1.0,1,1,1.0,True,
Nhập môn ngành CNTT trong chương trình đào tạo gồm bao nhiêu tín chỉ và được sắp xếp học ở học kỳ nào?,base line,"Nhập môn ngành CNTT có 3 tín chỉ và được sắp xếp học ở học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Xác định số tín chỉ của học phần ""Nhập môn ngành CNTT"".  
- Căn cứ: ""Số tín chỉ: 3"" (Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG > HỌC KỲ 1 > Nhập môn ngành CNTT)  

2) Bước 2: Xác định học kỳ học phần ""Nhập môn ngành CNTT"".  
- Căn cứ: ""HỌC KỲ 1"" (Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG > HỌC KỲ 1 > Nhập môn ngành CNTT)  

3) Bước 3: Đảm bảo học phần này không bị trùng hoặc thay đổi trong các học kỳ khác.  
- Căn cứ: Không có thông tin nào cho thấy học phần này được học ở học kỳ khác (không có dữ liệu trùng lặp ở học kỳ khác).  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT",True,"[368, 105, 377, 102, 387, 197, 104, 374, 367, 375]",10,368,1,1.0,1,1,1.0,True,
"Chương trình đào tạo ngành CNTT quy định học phần Nhập môn ngành có bao nhiêu tín chỉ, và học phần này nằm ở học kỳ mấy?",base line,"Học phần Nhập môn ngành CNTT có 3 tín chỉ, nằm ở học kỳ 1.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần ""Nhập môn ngành CNTT"" có số tín chỉ là 3.  
- Căn cứ: ""Số tín chỉ: 3"" (Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG > HỌC KỲ 1 > Nhập môn ngành CNTT)  

2) Bước 2: Học phần này được quy định trong học kỳ 1.  
- Căn cứ: ""HỌC KỲ 1 > Nhập môn ngành CNTT"" (Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG > HỌC KỲ 1 > Nhập môn ngành CNTT)  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT",True,"[368, 105, 197, 377, 207, 387, 102, 374, 367, 104]",10,368,1,1.0,1,1,1.0,True,
Học phần Kỹ thuật lập trình trong ngành Công nghệ thông tin có học phần học trước hoặc tiên quyết nào không?,base line,"Không, học phần Kỹ thuật lập trình không có học phần học trước hoặc tiên quyết.  

GIẢI THÍCH CHI TIẾT:  
1) Bước 1: Học phần Kỹ thuật lập trình (mã 124001) không được ghi nhận có học phần học trước hay tiên quyết trong thông tin cung cấp.  
- Căn cứ: ""Học phần học trước: không có"" (trong phần về Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2.1. Kiến thức cơ sở ngành: Kỹ thuật lập trình)  

2) Bước 2: Trong phần về ""Lập trình mạng"", có ghi rõ học phần học trước là 123002; 124001, nhưng điều này chỉ áp dụng cho học phần Lập trình mạng, không phải Kỹ thuật lập trình.  
- Căn cứ: ""Học phần học trước: 123013"" (trong phần về Lập trình mạng – Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT)  

3) Bước 3: Không có thông tin nào trong CONTEXT cho thấy học phần Kỹ thuật lập trình có học phần học trước hoặc tiên quyết.  
- Căn cứ: Không có dòng nào trong CONTEXT ghi rõ học phần học trước cho Kỹ thuật lập trình (mã 124001).  

NGUỒN THAM KHẢO:  
- Header/Section: Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2.1. Kiến thức cơ sở ngành: Kỹ thuật lập trình  
- Header/Section: Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2.2. Kiến thức ngành: Lập trình mạng",True,"[372, 304, 314, 312, 197, 293, 395, 317, 110, 284]",10,304,2,0.5,1,1,1.0,True,
