ID,Question,Answer,Chunk_index,Header_path,Keyword,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,similarity_score,matched_header_source
123,Ad cho em hỏi là mới vào học Nhập môn CNTT thì trường mình dạy code bằng ngôn ngữ nào thế?,Sinh viên sẽ bước đầu làm quen với lập trình cơ bản sử dụng ngôn ngữ lập trình bậc cao Python.,284,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin,nhập môn cntt; ngôn ngữ nào,,,,,,,,,,,,,,,,,,,,,0.9542052149772644,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin
124,"Học Nhập môn ngành mình là bắt đầu làm quen với C, Java hay ngôn ngữ nào khác vậy ad?",Sinh viên sẽ bước đầu làm quen với lập trình cơ bản sử dụng ngôn ngữ lập trình bậc cao Python.,284,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin,nhập môn ngành mình; c; java; ngôn ngữ,,,,,,,,,,,,,,,,,,,,,0.9542052149772644,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin
125,"Trong môn Nhập môn CNTT, tụi em sẽ được học ngôn ngữ lập trình đầu tiên là gì ạ?",Sinh viên sẽ bước đầu làm quen với lập trình cơ bản sử dụng ngôn ngữ lập trình bậc cao Python.,284,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin,môn nhập môn cntt; ngôn ngữ lập trình đầu tiên,,,,,,,,,,,,,,,,,,,,,0.9542052149772644,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin
126,Ngôn ngữ nào sẽ được dùng để dạy trong học phần Nhập môn ngành CNTT thế ad ơi?,Sinh viên sẽ bước đầu làm quen với lập trình cơ bản sử dụng ngôn ngữ lập trình bậc cao Python.,284,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin,ngôn ngữ nào; học phần nhập môn ngành cntt,,,,,,,,,,,,,,,,,,,,,0.9542052149772644,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.1 Toán và Khoa học tự nhiên > Nhập môn ngành công nghệ thông tin
127,Tổng số tín chỉ cho khối kiến thức Pháp luật và Khoa học xã hội ngành Công nghệ thông tin là bao nhiêu?,Tổng số là 13 tín chỉ.,285,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội,tổng số tín chỉ; khối kiến thức pháp luật và khoa học xã hội; ngành công nghệ thông tin,,,,,,,,,,,,,,,,,,,,,0.9582438468933105,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội
128,Khối Pháp luật với Khoa học xã hội của ngành mình tổng cộng là bao nhiêu tín vậy ad?,Tổng số là 13 tín chỉ.,285,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội,khối pháp luật; khoa học xã hội; bao nhiêu tín,,,,,,,,,,,,,,,,,,,,,0.9582438468933105,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội
129,Ad cho em hỏi sinh viên CNTT phải học bao nhiêu tín cho mấy môn Xã hội và Pháp luật ạ?,Tổng số là 13 tín chỉ.,285,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội,sinh viên cntt; bao nhiêu tín; xã hội; pháp luật,,,,,,,,,,,,,,,,,,,,,0.9582438468933105,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội
130,Tổng tín chỉ của nhóm môn Pháp luật và KHXH là bao nhiêu thế ad?,Tổng số là 13 tín chỉ.,285,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội,tổng tín chỉ; nhóm môn pháp luật và khxh,,,,,,,,,,,,,,,,,,,,,0.9582438468933105,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội
131,Cho em hỏi số lượng tín chỉ cụ thể của khối kiến thức pháp luật và xã hội ngành mình với ạ.,Tổng số là 13 tín chỉ.,285,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội,số lượng tín chỉ; khối kiến thức pháp luật và xã hội,,,,,,,,,,,,,,,,,,,,,0.9582438468933105,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội
132,Học CNTT thì phải tích lũy bao nhiêu tín bên mảng KHXH và Pháp luật thì mới đủ điều kiện tốt nghiệp ạ?,Tổng số là 13 tín chỉ.,285,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội,học cntt; bao nhiêu tín; khxh; pháp luật; tốt nghiệp,,,,,,,,,,,,,,,,,,,,,0.9582438468933105,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội
133,Học phần Pháp luật đại cương  mang lại lợi ích gì cho sinh viên ngành Công nghệ thông tin?,"Giúp sinh viên dễ dàng tiếp cận các ngành luật khác, ý thức đầy đủ về bổn phận, nghĩa vụ công dân và tin tưởng vào sự nghiêm minh của pháp luật.",287,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương,học phần pháp luật đại cương; lợi ích; sinh viên ngành công nghệ thông tin,,,,,,,,,,,,,,,,,,,,,0.9378520250320435,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương
134,Học Pháp luật đại cương thì giúp ích gì cho dân IT tụi em không ad?,"Giúp sinh viên dễ dàng tiếp cận các ngành luật khác, ý thức đầy đủ về bổn phận, nghĩa vụ công dân và tin tưởng vào sự nghiêm minh của pháp luật.",287,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương,pháp luật đại cương; giúp ích; dân it,,,,,,,,,,,,,,,,,,,,,0.9378520250320435,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương
135,Ad cho em hỏi tại sao ngành mình lại phải học môn Pháp luật đại cương thế ạ?,"Giúp sinh viên dễ dàng tiếp cận các ngành luật khác, ý thức đầy đủ về bổn phận, nghĩa vụ công dân và tin tưởng vào sự nghiêm minh của pháp luật.",287,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương,học môn pháp luật đại cương,,,,,,,,,,,,,,,,,,,,,0.9378520250320435,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương
136,Môn Pháp luật đại cương mang lại kiến thức gì bổ ích cho sinh viên CNTT vậy ad?,"Giúp sinh viên dễ dàng tiếp cận các ngành luật khác, ý thức đầy đủ về bổn phận, nghĩa vụ công dân và tin tưởng vào sự nghiêm minh của pháp luật.",287,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương,môn pháp luật đại cương; kiến thức; sinh viên cntt,,,,,,,,,,,,,,,,,,,,,0.9378520250320435,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương
137,Học môn này xong thì mình có thêm kỹ năng hay hiểu biết gì liên quan đến ngành không ad ơi?,"Giúp sinh viên dễ dàng tiếp cận các ngành luật khác, ý thức đầy đủ về bổn phận, nghĩa vụ công dân và tin tưởng vào sự nghiêm minh của pháp luật.",287,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương,kỹ năng; hiểu biết; liên quan đến ngành,,,,,,,,,,,,,,,,,,,,,0.9378520250320435,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương
138,Ad review giúp em lợi ích của môn Pháp luật đại cương đối với sinh viên ngành mình với ạ.,"Giúp sinh viên dễ dàng tiếp cận các ngành luật khác, ý thức đầy đủ về bổn phận, nghĩa vụ công dân và tin tưởng vào sự nghiêm minh của pháp luật.",287,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương,lợi ích; môn pháp luật đại cương; sinh viên ngành mình,,,,,,,,,,,,,,,,,,,,,0.9378520250320435,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Pháp luật đại cương
139,"Để học môn Tư tưởng Hồ Chí Minh, sinh viên ngành Công nghệ thông tin cần hoàn thành học phần học trước nào?",Sinh viên cần hoàn thành học phần Chủ nghĩa xã hội khoa học (005107) trước đó.,291,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh,môn tư tưởng hồ chí minh; sinh viên ngành công nghệ thông tin; học phần học trước,,,,,,,,,,,,,,,,,,,,,0.9491071701049805,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh
140,Muốn đăng ký môn Tư tưởng HCM  thì em phải học xong môn nào trước ạ?,Sinh viên cần hoàn thành học phần Chủ nghĩa xã hội khoa học (005107) trước đó.,291,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh,môn tư tưởng hcm; môn nào trước,,,,,,,,,,,,,,,,,,,,,0.9491071701049805,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh
141,Môn Tư tưởng Hồ Chí Minh có yêu cầu môn tiên quyết hay môn học trước nào không ad?,Sinh viên cần hoàn thành học phần Chủ nghĩa xã hội khoa học (005107) trước đó.,291,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh,môn tư tưởng hồ chí minh; môn tiên quyết; môn học trước,,,,,,,,,,,,,,,,,,,,,0.9491071701049805,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh
142,"Ad ơi, cho em hỏi điều kiện về học phần học trước để được học môn Tư tưởng HCM với.",Sinh viên cần hoàn thành học phần Chủ nghĩa xã hội khoa học (005107) trước đó.,291,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh,học phần học trước; môn tư tưởng hcm,,,,,,,,,,,,,,,,,,,,,0.9491071701049805,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh
143,Em cần hoàn thành môn gì thì mới đủ điều kiện đăng ký môn Tư tưởng HCM ạ?,Sinh viên cần hoàn thành học phần Chủ nghĩa xã hội khoa học (005107) trước đó.,291,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh,môn gì; điều kiện đăng ký; môn tư tưởng hcm,,,,,,,,,,,,,,,,,,,,,0.9491071701049805,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh
144,Cho em hỏi môn học trước của học phần Tư tưởng Hồ Chí Minh là môn nào thế ad?,Sinh viên cần hoàn thành học phần Chủ nghĩa xã hội khoa học (005107) trước đó.,291,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh,môn học trước; học phần tư tưởng hồ chí minh; môn nào,,,,,,,,,,,,,,,,,,,,,0.9491071701049805,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.2 Pháp luật và Khoa học xã hội > Tư tưởng Hồ Chí Minh
145,Học phần Tin học cơ bản trang bị cho sinh viên ngành Công nghệ thông tin những kỹ năng thực hành văn phòng nào?,"Trang bị kỹ năng soạn thảo văn bản, thiết kế bảng tính và trình chiếu với phần mềm Microsoft Office (Word, Excel, PowerPoint).",293,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.3 Tin học cơ bản > Tin học cơ bản,học phần tin học cơ bản; sinh viên ngành công nghệ thông tin; kỹ năng thực hành văn phòng,,,,,,,,,,,,,,,,,,,,,0.9574017524719238,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.3 Tin học cơ bản > Tin học cơ bản
146,"Ad ơi, môn Tin học cơ bản  là mình học về Word, Excel hay gì thế ạ?","Trang bị kỹ năng soạn thảo văn bản, thiết kế bảng tính và trình chiếu với phần mềm Microsoft Office (Word, Excel, PowerPoint).",293,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.3 Tin học cơ bản > Tin học cơ bản,môn tin học cơ bản; word; excel,,,,,,,,,,,,,,,,,,,,,0.9574017524719238,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.3 Tin học cơ bản > Tin học cơ bản
147,Cho em hỏi học xong môn Tin cơ bản thì mình sẽ thành thạo được những kỹ năng văn phòng nào ạ?,"Trang bị kỹ năng soạn thảo văn bản, thiết kế bảng tính và trình chiếu với phần mềm Microsoft Office (Word, Excel, PowerPoint).",293,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.3 Tin học cơ bản > Tin học cơ bản,môn tin cơ bản; kỹ năng văn phòng,,,,,,,,,,,,,,,,,,,,,0.9574017524719238,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.3 Tin học cơ bản > Tin học cơ bản
148,Môn 124012 có dạy làm slide hay mấy cái hàm trong Excel không ad nhỉ?,"Trang bị kỹ năng soạn thảo văn bản, thiết kế bảng tính và trình chiếu với phần mềm Microsoft Office (Word, Excel, PowerPoint).",293,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.3 Tin học cơ bản > Tin học cơ bản,môn 124012; slide; hàm; excel,,,,,,,,,,,,,,,,,,,,,0.9574017524719238,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.3 Tin học cơ bản > Tin học cơ bản
149,Em muốn biết cụ thể mấy cái kỹ năng văn phòng mình được thực hành trong môn Tin học cơ bản là gì ạ.,"Trang bị kỹ năng soạn thảo văn bản, thiết kế bảng tính và trình chiếu với phần mềm Microsoft Office (Word, Excel, PowerPoint).",293,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.3 Tin học cơ bản > Tin học cơ bản,kỹ năng văn phòng; thực hành; môn tin học cơ bản,,,,,,,,,,,,,,,,,,,,,0.9574017524719238,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.3 Tin học cơ bản > Tin học cơ bản
150,Học Tin học cơ bản thì dân CNTT tụi em sẽ được luyện những kỹ năng văn phòng nào thế ad?,"Trang bị kỹ năng soạn thảo văn bản, thiết kế bảng tính và trình chiếu với phần mềm Microsoft Office (Word, Excel, PowerPoint).",293,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > **1. Kiến thức khoa học cơ bản:** > 1.3 Tin học cơ bản > Tin học cơ bản,tin học cơ bản; dân cntt; kỹ năng văn phòng,,,,,,,,,,,,,,,,,,,,,0.9574017524719238,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 1. Kiến thức khoa học cơ bản: > 1.3 Tin học cơ bản > Tin học cơ bản
151,Nội dung chính của học phần Quản trị doanh nghiệp CNTT  ngành Công nghệ thông tin là gì?,"Cung cấp kiến thức tổng quan về quản trị doanh nghiệp, các loại hình doanh nghiệp CNTT, kiến thức về đầu tư và triển khai hệ thống CNTT trong doanh nghiệp.",297,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT,nội dung chính; học phần quản trị doanh nghiệp cntt; ngành công nghệ thông tin,,,,,,,,,,,,,,,,,,,,,0.9897497296333313,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT
152,Môn Quản trị doanh nghiệp CNTT là học về cái gì vậy ad?,"Cung cấp kiến thức tổng quan về quản trị doanh nghiệp, các loại hình doanh nghiệp CNTT, kiến thức về đầu tư và triển khai hệ thống CNTT trong doanh nghiệp.",297,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT,môn quản trị doanh nghiệp cntt; học về cái gì,,,,,,,,,,,,,,,,,,,,,0.9897497296333313,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT
153,Review giúp em nội dung chính của học phần Quản trị doanh nghiệp CNTT với ạ.,"Cung cấp kiến thức tổng quan về quản trị doanh nghiệp, các loại hình doanh nghiệp CNTT, kiến thức về đầu tư và triển khai hệ thống CNTT trong doanh nghiệp.",297,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT,nội dung chính; học phần quản trị doanh nghiệp cntt,,,,,,,,,,,,,,,,,,,,,0.9897497296333313,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT
154,"Ad ơi, môn Quản trị doanh nghiệp ngành mình thì tập trung vào kiến thức gì thế?","Cung cấp kiến thức tổng quan về quản trị doanh nghiệp, các loại hình doanh nghiệp CNTT, kiến thức về đầu tư và triển khai hệ thống CNTT trong doanh nghiệp.",297,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT,môn quản trị doanh nghiệp; kiến thức,,,,,,,,,,,,,,,,,,,,,0.9897497296333313,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT
155,Cho em hỏi học Quản trị doanh nghiệp CNTT là mình học cách quản lý công ty hay sao ạ?,"Cung cấp kiến thức tổng quan về quản trị doanh nghiệp, các loại hình doanh nghiệp CNTT, kiến thức về đầu tư và triển khai hệ thống CNTT trong doanh nghiệp.",297,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT,quản trị doanh nghiệp cntt; quản lý công ty,,,,,,,,,,,,,,,,,,,,,0.9897497296333313,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT
156,Tóm tắt giúp em mấy cái nội dung quan trọng của môn Quản trị doanh nghiệp với ad ơi.,"Cung cấp kiến thức tổng quan về quản trị doanh nghiệp, các loại hình doanh nghiệp CNTT, kiến thức về đầu tư và triển khai hệ thống CNTT trong doanh nghiệp.",297,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT,nội dung quan trọng; môn quản trị doanh nghiệp,,,,,,,,,,,,,,,,,,,,,0.9897497296333313,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Quản trị doanh nghiệp CNTT
157,Học phần Toán rời rạc sẽ dạy cho sinh viên ngành Công nghệ thông tin những kiến thức gì?,"Trang bị kiến thức về logic mệnh đề, phương pháp suy diễn, lý thuyết tổ hợp, quan hệ tương đương, quan hệ thứ tự, đại số Boole và cực tiểu hóa hàm Boole.",298,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc,học phần toán rời rạc; sinh viên ngành công nghệ thông tin; kiến thức gì,,,,,,,,,,,,,,,,,,,,,0.9884082078933716,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc
158,Môn Toán rời rạc là mình sẽ được học về những gì vậy ad?,"Trang bị kiến thức về logic mệnh đề, phương pháp suy diễn, lý thuyết tổ hợp, quan hệ tương đương, quan hệ thứ tự, đại số Boole và cực tiểu hóa hàm Boole.",298,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc,môn toán rời rạc; học về những gì,,,,,,,,,,,,,,,,,,,,,0.9884082078933716,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc
159,Dân CNTT học Toán rời rạc thì kiến thức chính là về logic hay gì ạ?,"Trang bị kiến thức về logic mệnh đề, phương pháp suy diễn, lý thuyết tổ hợp, quan hệ tương đương, quan hệ thứ tự, đại số Boole và cực tiểu hóa hàm Boole.",298,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc,dân cntt; toán rời rạc; kiến thức chính; logic,,,,,,,,,,,,,,,,,,,,,0.988408088684082,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc
160,"Ad review cho em môn Toán rời rạc với, không biết môn này dạy những nội dung nào?","Trang bị kiến thức về logic mệnh đề, phương pháp suy diễn, lý thuyết tổ hợp, quan hệ tương đương, quan hệ thứ tự, đại số Boole và cực tiểu hóa hàm Boole.",298,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc,môn toán rời rạc; nội dung nào,,,,,,,,,,,,,,,,,,,,,0.988408088684082,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc
161,Cho em hỏi học phần Toán rời rạc cung cấp những kiến thức gì cho tụi em thế ạ?,"Trang bị kiến thức về logic mệnh đề, phương pháp suy diễn, lý thuyết tổ hợp, quan hệ tương đương, quan hệ thứ tự, đại số Boole và cực tiểu hóa hàm Boole.",298,Công nghệ thông tin > **III. CHƯƠNG TRÌNH CHI TIẾT** > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc,học phần toán rời rạc; kiến thức,,,,,,,,,,,,,,,,,,,,,0.988408088684082,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức giáo dục chuyên nghiệp: > 2.1. Kiến thức cơ sở ngành: > Toán rời rạc
